MANDT	KUNNR	BANKS	BANKL	BANKN	BKONT	BVTYP	KOINH	XEZER
100	0000100189	DE	93816167	0495119632		0001	Espenweg Armaturen GmbH	
100	0000100191	FR	1323441128	70012376492		0001	Holunderfurt Maschinenbau S.A.S.	
100	0000100192	DE	99712274	9978643615		0001	Branddorf Speditionen AG	
100	0000100194	DE	98008682	9778567433		0001	Lärchensee Fahrzeugteile GmbH	
100	0000100195	DE	90288092	7029958754		0001	Talsee Armaturen KG	
100	0000100196	DE	99802610	5037924994		0001	Nordfels Formenbau GmbH	
100	0000100197	DE	98051625	0270868194		0001	Grünau Handel GmbH	
100	0000100199	DE	90305205	8175786136		0001	Eichmark Aufzugstechnik GmbH	
100	0000100201	DE	98511927	7737010560		0001	Ostdorf Antriebstechnik KG	
100	0000100203	NL	EYVG	0463822837		0001	Steinried Speditionen B.V.	
100	0000100208	DE	91010613	4393894443		0001	Erlenstein Getränke GmbH & Co. KG	
100	0000100212	IT	6789759618	820011940878		0001	Lärchenwald Schleiftechnik S.r.l.	
100	0000100213	DE	95298275	3166505818		0001	Kastanienhaus Stahlbau KG	
100	0000100214	DE	93643617	9016890315		0001	Test GmbH	
100	0000100215	DE	97411549	8961786965		0001	Testkunde 2	
100	0000100216	DE	94118886	2169619496		0001	unbekannt	
100	0000100219	DE	95419291	9785129851		0001	Neuanlage unbekannt	
100	0000100220	DE	98230971	6063688087		0001	xxx	
100	0000100221	DE	93941261	5786598566		0001	Testfirma Nord	
100	0000100222	DE	95463530	0211174449		0001	Dummy Konto	
100	0000100226	IT	7685523429	969364724039		0001	Dornhof Logistik S.r.l.	
100	0000100228	DE	98799121	0643766128		0001	Fichtenfels Oberflächentechnik GmbH & Co. KG	
100	0000100231	DE	95270959	5493067588		0001	Brandfurt Anlagenbau GmbH & Co. KG	
100	0000100232	CH	09696	326032697812		0001	Ulmenmark Systemtechnik GmbH	
100	0000100233	FR	9782496761	97308674635		0001	Dornfels Systemtechnik S.A.	
100	0000100234	DE	97800362	4828407584		0001	Müller Maschinenbau GmbH	
100	0000100235	DE	94058514	9903127600		0001	Weidenmark Logistik GmbH	
100	0000100236	DE	95166907	9011103866		0001	Dornhof Fahrzeugteile KG	
100	0000100237	DE	92273114	5917473505		0001	Eichau Handel KG	
100	0000100238	DE	99343231	6848723234		0001	Dornmark Metallbau GmbH	
100	0000100240	CH	92693	910402263219		0001	Birkenfurt Bauelemente GmbH	
100	0000100241	DE	96520218	4524799299		0001	Harthof Zerspanung GmbH & Co. KG	
100	0000100244	DE	97514041	3742264350		0001	Holunderbach Fahrzeugteile GmbH	
100	0000100245	DE	94318197	6537563994		0001	Harthof Handel GmbH	
100	0000100246	DE	96535676	8795148842		0001	Sandstein Zerspanung OHG	
100	0000100247	AT	25953	58424822775		0001	Lindensee Schleiftechnik KG	
100	0000100248	DE	93706182	4239903425		0001	Reinwald Maschinenbau OHG	
100	0000100249	DE	98160617	4201097189		0001	Bergfeld Präzisionsteile UG (haftungsbeschränkt)	
100	0000100250	DE	96829934	8410655491		0001	Rotmark Chemie AG	
100	0000100252	DE	98345768	5659277257		0001	Lärchenfels Fördertechnik GmbH	
100	0000100253	DE	99425129	1341147252		0001	Altfurt Sanitärtechnik GmbH	
100	0000100254	DE	97537705	1565658537		0001	Bernberg Umformtechnik KG	
100	0000100259	DE	91638696	0990200538		0001	Altweg Fahrzeugteile e.K.	
100	0000100260	DE	98387229	3816995414		0001	Fichtengrund Lebensmittel AG	
100	0000100261	DE	95742864	1834894024		0001	Steinried Schweißtechnik GmbH	
100	0000100262	DE	95416156	9462545462		0001	Kastanienhaus Stahlbau KG	
100	0000100263	DE	93559124	3036947157		0001	Ostsee Bauelemente GmbH	
100	0000100264	DE	97149540	1541471769		0001	Langgrund Handel GmbH & Co. KG	
100	0000100267	FR	9174414214	12703144096		0001	Rotbrück Präzisionsteile S.A.R.L.	
100	0000100268	DE	91012604	1036309026		0001	Dornstein Recycling AG	
100	0000100269	DE	96860558	1819481344		0001	Ostheim Stahlbau GmbH	
100	0000100271	DE	98155914	7162748718		0001	Fichtenfurt Apparatebau GmbH	
100	0000100272	DE	98727198	8286550151		0001	Dornstein Recycling AG	
100	0000100273	DE	95427584	7674889613		0001	Haselwald Baustoffe GmbH	
100	0000100275	FR	4166521243	84061172010		0001	Espenweg Möbelwerke S.A.	
100	0000100276	DE	94524283	7974829218		0001	Ulmenbrück Fördertechnik GmbH & Co. KG	
100	0000100277	PL	24215989	0789886583763493		0001	Feldau Handel Sp. z o.o.	
100	0000100279	DE	91376274	3801184243		0001	Reinmark Präzisionsteile e.K.	
100	0000100280	DE	93004839	1908544382		0001	Lindendorf Präzisionsteile AG	
100	0000100281	FR	8620345793	03689526769		0001	Bergwald Systemtechnik S.A.R.L.	
100	0000100282	DE	90153739	1872893234		0001	Kiefernweg Aufzugstechnik e.K.	
100	0000100283	DE	99888344	1849414724		0001	Lindenburg Fahrzeugteile OHG	
100	0000100284	DE	91736201	1588530810		0001	Langbach Stahlbau GmbH	
100	0000100285	DE	90354522	5298638649		0001	Weißwald Bauelemente GmbH & Co. KG	
100	0000100286	DE	92346044	7897019604		0001	Reinstein Lagertechnik UG (haftungsbeschränkt)	
100	0000100287	DE	93404727	8244006884		0001	Ostberg Elektrotechnik AG	
100	0000100288	DE	94078349	4300866328		0001	Nordstein Armaturen UG (haftungsbeschränkt)	
100	0000100289	DE	99380975	4489146881		0001	Lärchental Getränke e.K.	
100	0000100290	CH	16704	359537239617		0001	Lärchenweg Fördertechnik GmbH	
100	0000100291	AT	42722	64838877602		0001	Holunderhaus Antriebstechnik KG	
100	0000100293	DE	93410410	5921724799		0001	Südweg Baustoffe AG	
100	0000100295	DE	93213712	8217497874		0001	Buchenbrück Armaturen GmbH	
100	0000100296	DE	90819953	0307773378		0001	Buchenfurt Werkzeugbau SE	
100	0000100298	DE	95644177	0317992123		0001	Lindenfels Bauelemente GmbH	
100	0000100301	CH	52292	430909075494		0001	Ahornberg Sanitärtechnik GmbH	
100	0000100302	DE	90345187	4839015280		0001	Zederheim Schleiftechnik GmbH	
100	0000100303	DE	95126844	5607424422		0001	Mühlfels Zerspanung UG (haftungsbeschränkt)	
100	0000100305	DE	92896170	0293521713		0001	Dornfeld Zerspanung GmbH	
100	0000100306	DE	99598346	2664249388		0001	Mühlfurt Industrieservice KG	
100	0000100308	NL	UGJW	1469567203		0001	Nordhaus Antriebstechnik N.V.	
100	0000100313	DE	99598346	2664249388		0001	Ulmenstein Antriebstechnik GmbH	
100	0000100315	FR	2830844031	18934466953		0001	Birkenstein Baustoffe S.A.R.L.	
100	0000100316	DE	92289643	9115927499		0001	Weißfeld Klimatechnik GmbH	
100	0000100317	DE	92289643	9115927499		0001	Haselsee Apparatebau KG	
100	0000100321	DE	93104701	4865030260		0001	Rheindorf Präzisionsteile GmbH	
100	0000100322	DE	93104701	4865030260		0001	Fichtenfels Behälterbau GmbH	
100	0000100323	DE	93477169	4080381664		0001	Talfeld Pumpen KGaA	
100	0000100324	DE	94295968	6988253761		0001	Hochtal Präzisionsteile KGaA	
100	0000100327	DE	93477169	4080381664		0001	Fichtenfurt Dichtungstechnik e.K.	
100	0000100328	NL	LFKF	3891926876		0001	Weidenhaus Lagertechnik B.V.	
100	0000100329	IT	0508431315	884580151773		0001	Brandbach Messtechnik S.p.A.	
100	0000100330	DE	92733323	6571457798		0001	Birkenhaus Elektrotechnik GmbH & Co. KG	
100	0000100331	FR	1470129711	90590134070		0001	Brandfeld Baustoffe S.A.	
100	0000100332	DE	94739972	3329197145		0001	Hochau Chemie GmbH & Co. KG	
100	0000100333	DE	92742511	2583333182		0001	Falkenwald Verpackungen GmbH & Co. KG	
100	0000100334	CH	64535	829290239837		0001	Rotberg Antriebstechnik AG	
100	0000100335	DE	94739972	3329197145		0001	Weidengrund Druckguss GmbH	
100	0000100336	DE	92210206	1959347074		0001	Weidendorf Chemie UG (haftungsbeschränkt)	
100	0000100338	DE	92210206	1959347074		0001	Langried Lebensmittel GmbH	
100	0000100342	DE	99837134	8180447347		0001	Weidental Pumpen GmbH & Co. KG	
100	0000100344	DE	93844642	2760337829		0001	Südgrund Schleiftechnik GmbH	
100	0000100345	DE	99837134	8180447347		0001	Lärchendorf Sanitärtechnik OHG	
100	0000100346	DE	92293712	6877417568		0001	Feldburg Speditionen GmbH	
100	0000100348	DE	92293712	6877417568		0001	Eichstein Schleiftechnik GmbH	
100	0000100349	DE	98085317	1932969038		0001	Bergburg Schleiftechnik KG	
100	0000100355	DE	90911265	9787984955		0001	Fichtenwald Haustechnik GmbH	
100	0000100358	DE	90911265	9787984955		0001	Reinfurt Oberflächentechnik GmbH & Co. KG	
100	0000100360	PL	63552941	9105016349945270		0001	Nordstein Formenbau Sp. z o.o.	
100	0000100361	DE	92770565	1608739084		0001	Haselbach Schleiftechnik GmbH	
100	0000100362	DE	92770565	1608739084		0001	Brandhaus Sanitärtechnik OHG	
100	0000100364	DE	98964292	9317123599		0001	Rotstein Stahlbau e.K.	
100	0000100366	DE	98964292	9317123599		0001	Lindenhof Anlagenbau GmbH & Co. KG	
100	0000100368	DE	94837671	5940428070		0001	Harttal Papier GmbH	
100	0000100369	DE	94837671	5940428070		0001	Reinfeld Handel GmbH & Co. KG	
100	0000100371	DE	99003567	2159364819		0001	Lärchenfurt Formenbau GmbH & Co. KG	
100	0000100372	AT	15609	22189900346		0001	Ahornburg Schweißtechnik GmbH	
100	0000100374	DE	90195366	3084607411		0001	Kleinried Lagertechnik GmbH	
100	0000100375	DE	94295968	6988253761		0001	Waldfels Schleiftechnik SE	
100	0000100377	AT	18244	28217171521		0001	Eichdorf Pumpen GmbH	
100	0000100382	DE	90418807	0610563302		0001	Birkenfeld Möbelwerke GmbH	
100	0000100383	DE	90195366	3084607411		0001	Langgrund Zerspanung GmbH & Co. KG	
100	0000100385	DE	92140012	5365485436		0001	Fichtenberg Lebensmittel OHG	
100	0000100386	IT	7496754428	470927977181		0001	Ulmenried Maschinenbau S.p.A.	
100	0000100389	DE	90418807	0610563302		0001	Fichtenhof Bauelemente GmbH	
100	0000100391	IT	7793974365	270426259013		0001	Birkental Schleiftechnik S.r.l.	
100	0000100393	DE	92140012	5365485436		0001	Brandhaus Aufzugstechnik KGaA	
100	0000100394	DE	92944923	3103944426		0001	Kieferndorf Bedachungen GmbH & Co. KG	
100	0000100396	DE	92944923	3103944426		0001	Hochmark Messtechnik GmbH	
100	0000100397	DE	98928941	8126296592		0001	Steinweg Maschinenbau OHG	
100	0000100401	DE	93956360	5000637405		0001	Holunderhaus Möbelwerke GmbH	
100	0000100403	DE	98983922	4732279813		0001	Ahornweg Sanitärtechnik GmbH & Co. KG	
100	0000100406	DE	91353675	1706129284		0001	Holunderstein Getränke GmbH	
100	0000100407	CH	27870	097588847813		0001	Kastaniendorf Industrieservice GmbH	
100	0000100408	DE	96590220	4257137002		0001	Osttal Maschinenbau GmbH & Co. KG	
100	0000100409	DE	91353675	1706129284		0001	Lärchenbach Druckguss GmbH	
100	0000100410	DE	96590220	4257137002		0001	Rotberg Schweißtechnik UG (haftungsbeschränkt)	
100	0000100411	NL	COVC	4336135490		0001	Grünburg Pumpen B.V.	
100	0000100412	DE	98597282	5370590371		0001	Brandbach Bauelemente GmbH	
100	0000100413	DE	92128513	8833397095		0001	Nordweg Industrieservice GmbH	
100	0000100414	DE	98597282	5370590371		0001	Südstein Behälterbau GmbH	
100	0000100415	DE	93524621	6019045295		0001	Rheinhaus Fördertechnik eG	
100	0000100417	PL	09890158	5947394087940089		0001	Buchengrund Baustoffe Sp. z o.o.	
100	0000100418	FR	0974596180	84193213227		0001	Espenhof Möbelwerke S.A.S.	
100	0000100419	DE	93524621	6019045295		0001	Birkenheim Papier GmbH & Co. KG	
100	0000100422	DE	97827766	1960250083		0001	Hochberg Pumpen GmbH	
100	0000100424	DE	97827766	1960250083		0001	Hartwald Schleiftechnik GmbH & Co. KG	
100	0000100425	DE	97001956	0979283403		0001	Rheinfels Systemtechnik GmbH	
100	0000100426	CH	33547	301546581155		0001	Falkenfels Oberflächentechnik GmbH	
100	0000100427	DE	92520268	6707916479		0001	Feldau Schweißtechnik GmbH & Co. KG	
100	0000100429	IT	1766252468	062361192695		0001	Mühltal Fahrzeugteile S.r.l.	
100	0000100430	DE	97851879	0772336971		0001	Dornsee Textilien e.K.	
100	0000100441	DE	92520268	6707916479		0001	Haseltal Recycling KG	
100	0000100443	DE	90482808	5887164552		0001	Haselmark Getränke UG (haftungsbeschränkt)	
100	0000100445	DE	90482808	5887164552		0001	Langsee Fahrzeugteile GmbH	
100	0000100447	DE	95541986	7031732307		0001	Espental Zerspanung GmbH	
100	0000100449	DE	94820975	6735724746		0001	Haselstein Speditionen eG	
100	0000100450	DE	90643910	4596719418		0001	Hochdorf Industrieservice GmbH & Co. KG	
100	0000100454	DE	90643910	4596719418		0001	Sandfels Werkzeugbau GmbH	
100	0000100455	DE	92047724	7045135492		0001	Rheinau Systemtechnik GmbH	
100	0000100457	NL	BMBQ	9995758073		0001	Zederfurt Zerspanung B.V.	
100	0000100460	AT	19963	05264379857		0001	Altbrück Fördertechnik KG	
100	0000100462	DE	92047724	7045135492		0001	Ostfurt Oberflächentechnik GmbH	
100	0000100464	DE	94640494	8783135120		0001	Hartwald Formenbau GmbH	
100	0000100466	DE	94640494	8783135120		0001	Holunderweg Anlagenbau KG	
100	0000100469	DE	99153890	0815861822		0001	Grünwald Handel GmbH	
100	0000100470	DE	99153890	0815861822		0001	Mühlau Maschinenbau e.K.	
100	0000100473	DE	97861652	8432046804		0001	Kleinweg Umformtechnik GmbH	
100	0000100477	DE	97861652	8432046804		0001	Fichtenmark Metallbau GmbH	
100	0000100479	DE	97038979	0899967502		0001	Lindenburg Stahlbau SE	
100	0000100480	DE	97038979	0899967502		0001	Dornfurt Armaturen KGaA	
100	0000100481	DE	98526473	0105003477		0001	Kleinmark Bauelemente GmbH	
100	0000100484	DE	93739296	9394080972		0001	Waldmark Schweißtechnik GmbH	
100	0000100485	DE	90830348	3372001601		0001	Zederfels Papier e.K.	
100	0000100490	DE	92254710	5923147990		0001	Erlendorf Systemtechnik GmbH & Co. KG	
100	0000100492	DE	91078199	0282589966		0001	Falkenburg Anlagenbau AG	
100	0000100493	NL	DTTM	1457978727		0001	Talburg Fahrzeugteile B.V.	
100	0000100496	DE	99044003	5293755903		0001	Buchenfels Oberflächentechnik GmbH	
100	0000100505	FR	3430354010	15273642358		0001	Hartfels Hydraulik S.A.S.	
100	0000100506	PL	20557511	8845317101647429		0001	Bernau Lagertechnik S.A.	
100	0000100508	DE	90634339	1475777467		0001	Weidental Behälterbau GmbH	
100	0000100512	DE	96666076	5515398420		0001	Eichweg Umformtechnik GmbH	
100	0000100513	DE	94636781	5218041098		0001	Neubach Lebensmittel KG	
100	0000100514	DE	92946666	9765285562		0001	Kiefernfels Lagertechnik GmbH	
100	0000100515	DE	94537366	1874132198		0001	Mühlried Apparatebau GmbH	
100	0000100516	DE	95156711	4209660118		0001	Hochburg Stahlbau GmbH	
100	0000100519	IT	1543952130	285112213474		0001	Fichtengrund Verpackungen S.r.l.	
100	0000100520	DE	97770991	7082637944		0001	Bergfeld Handel OHG	
100	0000100521	IT	2042528959	467846799448		0001	Feldmark Speditionen S.p.A.	
100	0000100522	AT	77485	18898160716		0001	Kastanienfurt Speditionen GmbH	
100	0000100524	DE	93161780	3292026077		0001	Nordsee Präzisionsteile GmbH & Co. KG	
100	0000100526	DE	93162432	0178787944		0001	Feldsee Fördertechnik GmbH & Co. KG	
100	0000100530	FR	9451846654	31526233239		0001	Erlenweg Maschinenbau S.A.R.L.	
100	0000100531	DE	98084715	6379087020		0001	Feldberg Möbelwerke OHG	
100	0000100533	DE	97429142	2956742070		0001	Kastanienmark Anlagenbau GmbH	
100	0000100537	DE	96383655	8050264035		0001	Waldhof Industrieservice AG	
100	0000100540	CH	74019	726883937467		0001	Weidenhaus Chemie AG	
100	0000100542	DE	91792434	0890085113		0001	Langhof Industrieservice GmbH	
100	0000100545	DE	90734979	8261963012		0001	Eichmark Oberflächentechnik GmbH & Co. KG	
100	0000100546	DE	94634184	4883610659		0001	Steindorf Armaturen UG (haftungsbeschränkt)	
100	0000100548	DE	97499596	8075837986		0001	Neusee Möbelwerke GmbH	
100	0000100552	FR	5705821649	97144392775		0001	Ulmenstein Lagertechnik S.A.R.L.	
100	0000100553	DE	92156139	2906841326		0001	Zedergrund Systemtechnik GmbH	
100	0000100554	DE	90711555	7807444337		0001	Reinsee Hydraulik GmbH	
100	0000100556	DE	92080373	0415854926		0001	Reinfurt Bedachungen GmbH	
100	0000100559	IT	9911341801	257626334473		0001	Feldbach Sanitärtechnik S.p.A.	
100	0000100560	IT	5710785444	107398087541		0001	Fichtenbach Aufzugstechnik S.p.A.	
100	0000100561	PL	77720461	7056335777309200		0001	Reinau Baustoffe Sp. z o.o.	
100	0000100562	NL	HAGP	8605730058		0001	Kastanienmark Hydraulik B.V.	
100	0000100566	DE	92153521	4237307877		0001	Nordgrund Lebensmittel GmbH & Co. KG	
100	0000100567	DE	99919870	9334209175		0001	Hochfels Baustoffe AG	
100	0000100570	DE	94644256	9247531718		0001	Fichtenbach Schleiftechnik GmbH	
100	0000100572	DE	98050722	7782872474		0001	Birkendorf Bauelemente GmbH	
100	0000100573	DE	95119322	1993979485		0001	Dornstein Stahlbau e.K.	
100	0000100574	DE	94649082	0837914179		0001	Birkenheim Lagertechnik GmbH & Co. KG	
100	0000100578	DE	94085143	0381417544		0001	Feldfurt Armaturen SE	
100	0000100579	DE	99617874	1475416157		0001	Reinberg Messtechnik GmbH	
100	0000100580	FR	5605527798	57257829101		0001	Haselhof Lebensmittel S.A.	
100	0000100581	DE	92228670	7461972588		0001	Erlenburg Verpackungen GmbH	
100	0000100584	AT	07976	08296174278		0001	Rotfeld Zerspanung GmbH	
100	0000100585	DE	96170434	9144990957		0001	Fichtenfels Systemtechnik GmbH & Co. KG	
100	0000100586	DE	95188055	8274250681		0001	Rotfeld Druckguss GmbH	
100	0000100587	DE	98791182	0409361831		0001	Falkendorf Pumpen eG	
100	0000100588	DE	92777251	9167074936		0001	Lärchenhof Möbelwerke GmbH & Co. KG	
100	0000100593	PL	09774348	6187785079965593		0001	Buchenbach Speditionen S.A.	
100	0000100599	DE	99181685	5784900084		0001	Grünhaus Maschinenbau GmbH	
100	0000100600	NL	ELIJ	0770684134		0001	Erlenmark Aufzugstechnik B.V.	
100	0000100601	NL	KNYI	7097919941		0001	Holunderdorf Klimatechnik N.V.	
100	0000100602	DE	97625883	3348868892		0001	Westau Textilien GmbH	
100	0000100603	DE	94058397	7704785605		0001	Feldwald Chemie KG	
100	0000100604	DE	98935752	3956854254		0001	Grüntal Apparatebau GmbH	
100	0000100605	DE	99481315	9680287653		0001	Weidenbrück Schweißtechnik GmbH	
100	0000100609	DE	99690817	1994545150		0001	Südtal Fahrzeugteile SE	
100	0000100610	IT	3401144004	768240380396		0001	Eichfurt Klimatechnik S.p.A.	
100	0000100614	DE	95300013	8444982693		0001	Erlengrund Schleiftechnik GmbH & Co. KG	
100	0000100615	DE	90658058	1949959813		0001	Kiefernburg Lagertechnik GmbH & Co. KG	
100	0000100617	CH	17088	196653914723		0001	Holunderdorf Werkzeugbau GmbH	
100	0000100618	DE	91578985	7563192973		0001	Westgrund Papier GmbH & Co. KG	
100	0000100619	DE	90437216	1491184612		0001	Birkenbrück Handel GmbH	
100	0000100620	IT	3661542048	341665699385		0001	Zederbach Haustechnik S.r.l.	
100	0000100621	DE	93535595	2513087771		0001	Talheim Umformtechnik GmbH	
100	0000100627	DE	94672909	1914500163		0001	Nordgrund Fördertechnik GmbH & Co. KG	
100	0000100629	DE	96560272	2294525430		0001	Langburg Klimatechnik AG	
100	0000100632	DE	92986956	4407534443		0001	Talhof Dichtungstechnik KGaA	
