MANDT	BANKS	BANKL	BANKN	BKONT	IBAN	VALID_FROM
100	CH	27302	906279966504		CH0727302906279966504	20201104
100	CH	27870	097588847813		CH6327870097588847813	20200206
100	CH	28456	434249557281		CH1128456434249557281	20220901
100	CH	29344	149277107935		CH8029344149277107935	20211016
100	CH	30459	488581333480		CH2430459488581333480	20190812
100	CH	31077	429266306648		CH6431077429266306648	20190615
100	CH	32549	993391888318		CH8132549993391888318	20240424
100	CH	33289	161341074499		CH5433289161341074499	20190519
100	CH	33547	301546581155		CH2533547301546581155	20200810
100	CH	34405	042681540139		CH4034405042681540139	20240421
100	CH	35286	237512063837		CH6135286237512063837	20200727
100	CH	35440	413280851895		CH8935440413280851895	20200709
100	CH	36082	538316832197		CH2636082538316832197	20230731
100	CH	37291	343121989764		CH1037291343121989764	20210525
100	CH	37733	330143939320		CH3537733330143939320	20240822
100	CH	38032	423583339490		CH0638032423583339490	20240415
100	CH	38590	865695551799		CH9538590865695551799	20230527
100	CH	45773	565017810683		CH5445773565017810683	20240808
100	CH	46326	237813150224		CH1246326237813150224	20191128
100	CH	46836	086065622726		CH6146836086065622726	20200313
100	CH	49218	198879955636		CH8449218198879955636	20211001
100	CH	52292	430909075494		CH2752292430909075494	20191007
100	CH	53300	680874391920		CH1353300680874391920	20190402
100	CH	53390	813811961393		CH2253390813811961393	20220917
100	CH	54615	010663604891		CH5754615010663604891	20210317
100	CH	54698	665261487205		CH7254698665261487205	20240821
100	CH	57492	744168407751		CH5157492744168407751	20231226
100	CH	57535	193230078730		CH8757535193230078730	20210731
100	CH	64535	829290239837		CH0264535829290239837	20211018
100	CH	66712	459686076221		CH6766712459686076221	20220807
100	CH	68815	797397295642		CH3468815797397295642	20230102
100	CH	68977	597052397997		CH7468977597052397997	20220823
100	CH	71260	784436393222		CH4771260784436393222	20240612
100	CH	73925	776613353032		CH6473925776613353032	20220114
100	CH	74019	726883937467		CH6374019726883937467	20200623
100	CH	74257	493715795088		CH2374257493715795088	20200430
100	CH	74793	562763319817		CH6074793562763319817	20220113
100	CH	75316	091356317573		CH6575316091356317573	20240228
100	CH	75533	522463459296		CH7775533522463459296	20191031
100	CH	76472	068487054056		CH2476472068487054056	20201130
100	CH	76481	889416925609		CH4776481889416925609	20230821
100	CH	76517	077729849625		CH9776517077729849625	20191205
100	CH	76985	191647092284		CH2376985191647092284	20231108
100	CH	79025	389352674911		CH1679025389352674911	20191012
100	CH	79221	173871081010		CH6479221173871081010	20220201
100	CH	82208	542373816300		CH1782208542373816300	20190609
100	CH	82611	627162758599		CH8282611627162758599	20210625
100	CH	84869	614443855257		CH4484869614443855257	20191224
100	CH	85158	414756763012		CH1785158414756763012	20240617
100	CH	85618	335588064890		CH9585618335588064890	20190713
100	CH	86126	895100515813		CH9586126895100515813	20200717
100	CH	88624	876146018813		CH3088624876146018813	20240201
100	CH	88642	898627385529		CH0688642898627385529	20201211
100	CH	89286	213187559396		CH7789286213187559396	20230417
100	CH	89929	303884832614		CH4189929303884832614	20210924
100	CH	90746	277415311915		CH4490746277415311915	20210301
100	CH	92693	910402263219		CH6192693910402263219	20210318
100	CH	93766	826534990679		CH1893766826534990679	20220913
100	CH	94330	414200511428		CH7494330414200511428	20190409
100	CH	98827	460222480757		CH2598827460222480757	20211008
100	CH	99799	415984738380		CH0299799415984738380	20190724
100	DE	90009518	0511015959		DE88900095180511015959	20230902
100	DE	90014453	9416650457		DE51900144539416650457	20190308
100	DE	90014672	3697152553		DE31900146723697152553	20201231
100	DE	90017949	2829371881		DE10900179492829371881	20220426
100	DE	90025898	7004256077		DE33900258987004256077	20211224
100	DE	90026021	7544651893		DE76900260217544651893	20220205
100	DE	90033764	4872356288		DE75900337644872356288	20230326
100	DE	90036530	0423366675		DE86900365300423366675	20230131
100	DE	90041891	0940507245		DE04900418910940507245	20240417
100	DE	90047508	6112487380		DE24900475086112487380	20240423
100	DE	90065578	5854148770		DE59900655785854148770	20220404
100	DE	90068539	8145887244		DE45900685398145887244	20201217
100	DE	90070589	0184131438		DE73900705890184131438	20201211
100	DE	90073360	8646017173		DE45900733608646017173	20200524
100	DE	90081852	7957614271		DE20900818527957614271	20200328
100	DE	90084963	5047943789		DE22900849635047943789	20230522
100	DE	90086203	7371856048		DE45900862037371856048	20190904
100	DE	90088495	4766103916		DE57900884954766103916	20210112
100	DE	90090878	2992073712		DE16900908782992073712	20190602
100	DE	90094993	9349966129		DE41900949939349966129	20210506
100	DE	90097151	6103177151		DE69900971516103177151	20201211
100	DE	90103037	2746542169		DE96901030372746542169	20210710
100	DE	90107484	6024692734		DE04901074846024692734	20200303
100	DE	90121938	0682763420		DE51901219380682763420	20230222
100	DE	90124307	5335519537		DE80901243075335519537	20230820
100	DE	90124455	3941287225		DE92901244553941287225	20230219
100	DE	90136438	6968972091		DE58901364386968972091	20240128
100	DE	90142008	2826593355		DE78901420082826593355	20190704
100	DE	90149390	8888205556		DE70901493908888205556	20221228
100	DE	90151347	2912686388		DE42901513472912686388	20231020
100	DE	90152978	7428924090		DE61901529787428924090	20230724
100	DE	90153263	6828927595		DE12901532636828927595	20220108
100	DE	90153739	1872893234		DE89901537391872893234	20240222
100	DE	90158344	3568477015		DE06901583443568477015	20220527
100	DE	90159438	3975818103		DE96901594383975818103	20210201
100	DE	90160411	0642282485		DE64901604110642282485	20210908
100	DE	90164830	3990424561		DE43901648303990424561	20190802
100	DE	90167898	6084634599		DE86901678986084634599	20220130
100	DE	90168342	4839206536		DE39901683424839206536	20220624
100	DE	90168941	8586940475		DE77901689418586940475	20220122
100	DE	90176479	5352098648		DE66901764795352098648	20220412
100	DE	90182909	5251565657		DE63901829095251565657	20210126
100	DE	90190061	2544093619		DE63901900612544093619	20190612
100	DE	90193840	7702069388		DE15901938407702069388	20211023
100	DE	90195366	3084607411		DE20901953663084607411	20230509
100	DE	90198032	9067655478		DE65901980329067655478	20200329
100	DE	90199562	6459335782		DE59901995626459335782	20230309
100	DE	90207396	8337117169		DE30902073968337117169	20230901
100	DE	90208175	3699196398		DE66902081753699196398	20221129
100	DE	90211630	4527201643		DE56902116304527201643	20240721
100	DE	90212166	7005237048		DE64902121667005237048	20220123
100	DE	90212621	5832649928		DE11902126215832649928	20210526
100	DE	90224228	7591482717		DE75902242287591482717	20201225
100	DE	90230630	1622244173		DE41902306301622244173	20221009
100	DE	90244255	9517298296		DE88902442559517298296	20210329
100	DE	90245590	0314948410		DE83902455900314948410	20190515
100	DE	90249629	2609235637		DE94902496292609235637	20191209
100	DE	90256183	8784205329		DE07902561838784205329	20190526
100	DE	90257532	2871522956		DE12902575322871522956	20190906
100	DE	90274277	6511563299		DE34902742776511563299	20200617
100	DE	90278981	5802492663		DE68902789815802492663	20240130
100	DE	90285721	9238468538		DE71902857219238468538	20240311
100	DE	90288092	7029958754		DE03902880927029958754	20230823
100	DE	90290364	5826740481		DE32902903645826740481	20230114
100	DE	90300110	2966675383		DE21903001102966675383	20210615
100	DE	90302013	0448308998		DE25903020130448308998	20210103
100	DE	90305205	8175786136		DE40903052058175786136	20200417
100	DE	90307475	2329010679		DE72903074752329010679	20220813
100	DE	90309162	5910432944		DE87903091625910432944	20220218
100	DE	90311805	3329592058		DE49903118053329592058	20230926
100	DE	90320370	0697862542		DE30903203700697862542	20240818
100	DE	90327748	1760015016		DE81903277481760015016	20201206
100	DE	90330771	8898274096		DE17903307718898274096	20230228
100	DE	90332391	2722237221		DE38903323912722237221	20190208
100	DE	90332559	0172018589		DE75903325590172018589	20210818
100	DE	90343827	4545889639		DE20903438274545889639	20191210
100	DE	90345187	4839015280		DE64903451874839015280	20240420
100	DE	90345410	4931633780		DE88903454104931633780	20240430
100	DE	90348582	8205801390		DE47903485828205801390	20240701
100	DE	90354522	5298638649		DE27903545225298638649	20191101
100	DE	90355251	5051173056		DE67903552515051173056	20210917
100	DE	90355366	0001436196		DE12903553660001436196	20220926
100	DE	90363521	7474085238		DE90903635217474085238	20231223
100	DE	90371642	6266545517		DE94903716426266545517	20200622
100	DE	90376240	6974614928		DE49903762406974614928	20221211
100	DE	90378526	8816420824		DE79903785268816420824	20200219
100	DE	90389887	7859268349		DE91903898877859268349	20231204
100	DE	90391684	6722647824		DE35903916846722647824	20230724
100	DE	90409464	4136372061		DE57904094644136372061	20210813
100	DE	90418807	0610563302		DE26904188070610563302	20210531
100	DE	90425253	5128249238		DE15904252535128249238	20210420
100	DE	90428965	3296232035		DE32904289653296232035	20211028
100	DE	90436878	6404276850		DE19904368786404276850	20190316
100	DE	90437216	1491184612		DE12904372161491184612	20231017
100	DE	90442173	3478686585		DE06904421733478686585	20230602
100	DE	90449796	4542643523		DE49904497964542643523	20190706
100	DE	90466734	7547228342		DE03904667347547228342	20231108
100	DE	90467704	9465697934		DE19904677049465697934	20240627
100	DE	90468927	3886853694		DE37904689273886853694	20221203
100	DE	90472943	2875907103		DE16904729432875907103	20211114
100	DE	90477559	0203034375		DE33904775590203034375	20240802
100	DE	90481206	0548378331		DE10904812060548378331	20211228
100	DE	90482017	2930182946		DE40904820172930182946	20230108
100	DE	90482808	5887164552		DE56904828085887164552	20210402
100	DE	90484000	5403363023		DE64904840005403363023	20210510
100	DE	90487277	2357297183		DE76904872772357297183	20221122
100	DE	90487465	3013774991		DE36904874653013774991	20200703
100	DE	90489791	4222453752		DE48904897914222453752	20190911
100	DE	90493278	3906443410		DE27904932783906443410	20221116
100	DE	90504064	6672992937		DE23905040646672992937	20231120
100	DE	90510923	9220451260		DE78905109239220451260	20230406
100	DE	90511211	3176584088		DE43905112113176584088	20190417
100	DE	90515180	1471499869		DE80905151801471499869	20201222
100	DE	90527258	6241739591		DE35905272586241739591	20220511
100	DE	90527665	9201967008		DE78905276659201967008	20221015
100	DE	90541777	9431193616		DE26905417779431193616	20201125
100	DE	90545706	1635749814		DE49905457061635749814	20230313
100	DE	90546465	4653159165		DE15905464654653159165	20190722
100	DE	90548509	9187185874		DE10905485099187185874	20191124
100	DE	90553525	4677939151		DE68905535254677939151	20220403
100	DE	90560790	9132565228		DE35905607909132565228	20210503
100	DE	90563489	9492424087		DE32905634899492424087	20240413
100	DE	90566370	0558251640		DE71905663700558251640	20190321
100	DE	90577659	4712179764		DE55905776594712179764	20211029
100	DE	90585303	9569688763		DE94905853039569688763	20221111
100	DE	90585839	0134490988		DE53905858390134490988	20210922
100	DE	90594664	0607528944		DE91905946640607528944	20210831
100	DE	90595385	8044265174		DE10905953858044265174	20220517
100	DE	90596773	8111648083		DE46905967738111648083	20221001
100	DE	90610490	5759678580		DE41906104905759678580	20240404
100	DE	90610654	0365772011		DE43906106540365772011	20220807
100	DE	90613428	6010685223		DE06906134286010685223	20211128
100	DE	90613570	2734739446		DE93906135702734739446	20200816
100	DE	90615341	9268000195		DE81906153419268000195	20220911
100	DE	90616948	1592686638		DE60906169481592686638	20220426
100	DE	90624729	6191109251		DE53906247296191109251	20221015
100	DE	90628769	5317755677		DE76906287695317755677	20230713
100	DE	90629281	3856809471		DE03906292813856809471	20211226
100	DE	90631093	5923919956		DE80906310935923919956	20230322
100	DE	90634339	1475777467		DE71906343391475777467	20190129
100	DE	90638172	4520224824		DE63906381724520224824	20190127
100	DE	90643910	4596719418		DE38906439104596719418	20200331
100	DE	90644528	5285996252		DE33906445285285996252	20220620
100	DE	90645424	0422291212		DE57906454240422291212	20230906
100	DE	90651645	2006304263		DE03906516452006304263	20190425
100	DE	90653570	0195926739		DE59906535700195926739	20200918
100	DE	90653750	3390089357		DE35906537503390089357	20230607
100	DE	90654713	9149058270		DE35906547139149058270	20191018
100	DE	90658058	1949959813		DE68906580581949959813	20210920
100	DE	90669361	8251466649		DE10906693618251466649	20230625
100	DE	90679376	9095778667		DE33906793769095778667	20220409
100	DE	90679613	1035841023		DE65906796131035841023	20211223
100	DE	90685352	6596799867		DE72906853526596799867	20220118
100	DE	90692200	8224219229		DE37906922008224219229	20200303
100	DE	90699006	6721031949		DE37906990066721031949	20220209
100	DE	90699632	7706584398		DE06906996327706584398	20220717
100	DE	90700033	8244600980		DE80907000338244600980	20240412
100	DE	90702441	3205937928		DE45907024413205937928	20190122
100	DE	90711555	7807444337		DE16907115557807444337	20191010
100	DE	90713066	0226171545		DE87907130660226171545	20191002
100	DE	90715699	6653637459		DE64907156996653637459	20201213
100	DE	90718297	1013519019		DE13907182971013519019	20220123
100	DE	90718873	9149468270		DE16907188739149468270	20220325
100	DE	90724100	3692880057		DE93907241003692880057	20231116
100	DE	90724196	0364091467		DE48907241960364091467	20220606
100	DE	90731637	7250041697		DE40907316377250041697	20201215
100	DE	90734979	8261963012		DE63907349798261963012	20231101
100	DE	90740452	6615788608		DE33907404526615788608	20240321
100	DE	90746701	3529761017		DE80907467013529761017	20230504
100	DE	90755647	2985326952		DE38907556472985326952	20210508
100	DE	90758410	1200998151		DE84907584101200998151	20191006
100	DE	90767508	1663002507		DE98907675081663002507	20210312
100	DE	90768482	5667464167		DE23907684825667464167	20230107
100	DE	90773795	6674969121		DE02907737956674969121	20211011
100	DE	90777108	9611217759		DE50907771089611217759	20210624
100	DE	90777496	0523430745		DE28907774960523430745	20210513
100	DE	90777986	7973733274		DE76907779867973733274	20190427
100	DE	90781606	0254273902		DE26907816060254273902	20191006
100	DE	90781653	5848535256		DE68907816535848535256	20231226
100	DE	90782159	3128703876		DE85907821593128703876	20240314
100	DE	90784269	9684605742		DE47907842699684605742	20220124
100	DE	90788358	1484223146		DE48907883581484223146	20220715
100	DE	90789203	7009891495		DE16907892037009891495	20240622
100	DE	90790176	6956670120		DE40907901766956670120	20210112
100	DE	90794285	6873828504		DE54907942856873828504	20201009
100	DE	90797140	2701809810		DE69907971402701809810	20210624
100	DE	90798137	1021046177		DE07907981371021046177	20220517
100	DE	90807943	3627881517		DE68908079433627881517	20210724
100	DE	90813127	3171832310		DE06908131273171832310	20220804
100	DE	90818987	7854530342		DE51908189877854530342	20191213
100	DE	90819346	0189519687		DE89908193460189519687	20230214
100	DE	90819953	0307773378		DE09908199530307773378	20210718
100	DE	90822511	1574499403		DE07908225111574499403	20190619
100	DE	90829924	5632803298		DE76908299245632803298	20230216
100	DE	90830348	3372001601		DE48908303483372001601	20240816
100	DE	90830620	3522772792		DE88908306203522772792	20210930
100	DE	90833483	9332050482		DE45908334839332050482	20240303
100	DE	90835158	9060027814		DE68908351589060027814	20200121
100	DE	90837483	6169684941		DE18908374836169684941	20190328
100	DE	90843480	7451513806		DE72908434807451513806	20201002
100	DE	90846196	1926699176		DE82908461961926699176	20220227
100	DE	90857051	5260214759		DE74908570515260214759	20220729
100	DE	90869576	7540140046		DE23908695767540140046	20211204
100	DE	90870502	8736506458		DE87908705028736506458	20200619
100	DE	90872840	0147593537		DE33908728400147593537	20231215
100	DE	90874787	7199372094		DE57908747877199372094	20220107
100	DE	90875638	4238224801		DE02908756384238224801	20200706
100	DE	90876821	6392667527		DE54908768216392667527	20190501
100	DE	90879241	6777666738		DE89908792416777666738	20210803
100	DE	90884945	8974608799		DE91908849458974608799	20230824
100	DE	90887595	3188753217		DE75908875953188753217	20220111
100	DE	90887855	4828800010		DE36908878554828800010	20240802
100	DE	90896310	0518242452		DE34908963100518242452	20201224
100	DE	90911265	9787984955		DE54909112659787984955	20210304
100	DE	90920867	8953756546		DE83909208678953756546	20220308
100	DE	90924205	4008041783		DE88909242054008041783	20200417
100	DE	90930018	2555463238		DE13909300182555463238	20230513
100	DE	90939181	2253652335		DE77909391812253652335	20211128
100	DE	90941922	6095743391		DE89909419226095743391	20200827
100	DE	90948515	9580846447		DE73909485159580846447	20240613
100	DE	90950658	6670647310		DE86909506586670647310	20220323
100	DE	90962175	6427567503		DE08909621756427567503	20190211
100	DE	90963846	4285815560		DE34909638464285815560	20230908
100	DE	90966539	5923966274		DE39909665395923966274	20210912
100	DE	90973621	0366061465		DE24909736210366061465	20210411
100	DE	90977939	5938020675		DE04909779395938020675	20220119
100	DE	90987611	2274639834		DE36909876112274639834	20211214
100	DE	90995991	7163154750		DE35909959917163154750	20240409
100	DE	91003259	3732826030		DE25910032593732826030	20210502
100	DE	91006022	3823705270		DE89910060223823705270	20240109
100	DE	91010613	4393894443		DE24910106134393894443	20230409
100	DE	91012604	1036309026		DE18910126041036309026	20190228
100	DE	91014585	6959203707		DE47910145856959203707	20240302
100	DE	91021948	7898882842		DE62910219487898882842	20200909
100	DE	91027652	4499429146		DE35910276524499429146	20210622
100	DE	91030570	0418063632		DE84910305700418063632	20200529
100	DE	91033709	4271208065		DE40910337094271208065	20220717
100	DE	91038877	8660516846		DE42910388778660516846	20200824
100	DE	91043523	8639592549		DE66910435238639592549	20200420
100	DE	91044208	4576022596		DE86910442084576022596	20230930
100	DE	91053613	2188143445		DE96910536132188143445	20221128
100	DE	91055737	6734467745		DE98910557376734467745	20210805
100	DE	91064861	3990135894		DE49910648613990135894	20230331
100	DE	91064941	4843407186		DE40910649414843407186	20220722
100	DE	91078199	0282589966		DE34910781990282589966	20200111
100	DE	91078486	6603363386		DE31910784866603363386	20230313
100	DE	91080486	3645987759		DE16910804863645987759	20211122
100	DE	91089295	9748238404		DE14910892959748238404	20221121
100	DE	91091525	6144981342		DE33910915256144981342	20230501
100	DE	91098026	2223500835		DE55910980262223500835	20240710
100	DE	91105461	8810348060		DE91911054618810348060	20211106
100	DE	91105673	1553976490		DE33911056731553976490	20210428
100	DE	91115735	2175613700		DE12911157352175613700	20191018
100	DE	91121083	8518336698		DE85911210838518336698	20191201
100	DE	91124150	5041898663		DE53911241505041898663	20210606
100	DE	91142964	5469233509		DE43911429645469233509	20200621
100	DE	91147264	1363067639		DE47911472641363067639	20220209
100	DE	91149512	1927500533		DE61911495121927500533	20240416
100	DE	91162650	2053326420		DE62911626502053326420	20210109
100	DE	91165843	8148984000		DE26911658438148984000	20211218
100	DE	91167299	7768547667		DE02911672997768547667	20200904
100	DE	91170447	2740508064		DE16911704472740508064	20230102
100	DE	91174151	5466951161		DE22911741515466951161	20240824
